,ActivityIdentifier,ActivityLatitude,ActivityLongitude,AnalysisStartDate,Contaminant,DetectedLevel,LevelUnit
678809,21NYDECA_WQX-17024101_09222014_WS,40.87900161,-73.56580352,2014-10-06,Copper,0.38299999999999995,ug/l
678825,21NYDECA_WQX-17024101_09222014_WS,40.87900161,-73.56580352,2014-10-06,Lead,0.256,ug/l
678828,21NYDECA_WQX-17024101_09222014_WS,40.87900161,-73.56580352,2014-10-06,Lead,0.061,ug/l
678837,21NYDECA_WQX-17024101_09222014_WS,40.87900161,-73.56580352,2014-10-06,Copper,0.366,ug/l
678876,21NYDECA_WQX-17024101_10272014_WS,40.87900161,-73.56580352,2014-11-13,Copper,0.48200000000000004,ug/l
678885,21NYDECA_WQX-17024101_10272014_WS,40.87900161,-73.56580352,2014-11-13,Copper,0.6709999999999999,ug/l
678886,21NYDECA_WQX-17024101_10272014_WS,40.87900161,-73.56580352,2014-11-13,Lead,0.273,ug/l
678893,21NYDECA_WQX-17024101_10272014_WS,40.87900161,-73.56580352,2014-11-13,Lead,0.11900000000000001,ug/l
678927,21NYDECA_WQX-17025100_04232014_WS,41.114134,-73.723948,2014-05-06,Copper,2.0,ug/l
678937,21NYDECA_WQX-17025100_04232014_WS,41.114134,-73.723948,2014-05-06,Lead,0.081,ug/l
678938,21NYDECA_WQX-17025100_04232014_WS,41.114134,-73.723948,2014-05-06,Copper,1.1,ug/l
678940,21NYDECA_WQX-17025100_04232014_WS,41.114134,-73.723948,2014-05-06,Lead,1.2,ug/l
678962,21NYDECA_WQX-17025100_05122014_WS,41.114134,-73.723948,2014-05-29,Copper,1.5,ug/l
678964,21NYDECA_WQX-17025100_05122014_WS,41.114134,-73.723948,2014-05-29,Lead,0.322,ug/l
678981,21NYDECA_WQX-17025100_05122014_WS,41.114134,-73.723948,2014-05-29,Lead,0.11699999999999999,ug/l
678983,21NYDECA_WQX-17025100_05122014_WS,41.114134,-73.723948,2014-05-29,Copper,1.3,ug/l
679005,21NYDECA_WQX-17025100_06162014_WS,41.114134,-73.723948,2014-07-03,Copper,1.6,ug/l
679012,21NYDECA_WQX-17025100_06162014_WS,41.114134,-73.723948,2014-07-07,Lead,21.0,ug/l
679019,21NYDECA_WQX-17025100_06162014_WS,41.114134,-73.723948,2014-07-03,Lead,0.34700000000000003,ug/l
679030,21NYDECA_WQX-17025100_06162014_WS,41.114134,-73.723948,2014-07-07,Copper,12.3,ug/l
679045,21NYDECA_WQX-17025100_08042014_WS,41.114134,-73.723948,2014-08-21,Lead,6.2,ug/l
679061,21NYDECA_WQX-17025100_08042014_WS,41.114134,-73.723948,2014-08-21,Copper,1.3,ug/l
679078,21NYDECA_WQX-17025100_08042014_WS,41.114134,-73.723948,2014-08-21,Copper,6.5,ug/l
679082,21NYDECA_WQX-17025100_08042014_WS,41.114134,-73.723948,2014-08-21,Lead,0.395,ug/l
679089,21NYDECA_WQX-17025100_10282014_WS,41.114134,-73.723948,2014-11-13,Copper,0.8540000000000001,ug/l
679093,21NYDECA_WQX-17025100_10282014_WS,41.114134,-73.723948,2014-11-13,Lead,0.27399999999999997,ug/l
679098,21NYDECA_WQX-17025100_10282014_WS,41.114134,-73.723948,2014-11-13,Copper,0.9890000000000001,ug/l
679119,21NYDECA_WQX-17025100_10282014_WS,41.114134,-73.723948,2014-11-13,Lead,0.061,ug/l
679146,21NYDECA_WQX-15MRB017,43.19255,-74.54310100000001,2015-08-22,Copper,3.5,ug/l
679386,21NYDECA_WQX-15MRB009,42.206719,-74.540235,2015-08-22,Copper,14.5,ug/l
679616,21NYDECA_WQX-14TMDL901,42.7561,-74.6519,2014-10-07,Copper,2.6,ug/l
679723,21NYDECA_WQX-14TMDL903,42.760220000000004,-74.64737,2014-10-07,Copper,4.1,ug/l
679760,21NYDECA_WQX-15DRB203,41.765001,-74.652425,2015-08-24,Copper,10.0,ug/l
679913,21NYDECA_WQX-15MRB013,43.26039,-74.666329,2015-08-22,Copper,6.7,ug/l
679937,21NYDECA_WQX-15MRB014,43.26039,-74.666329,2015-08-22,Copper,7.0,ug/l
679971,21NYDECA_WQX-15DRB017,41.675805,-74.667443,2015-06-22,Copper,12.4,ug/l
679988,21NYDECA_WQX-15DRB018,41.675805,-74.667443,2015-06-22,Copper,10.4,ug/l
680001,21NYDECA_WQX-15DRB117,41.675805,-74.667443,2015-07-23,Copper,3.0,ug/l
680040,21NYDECA_WQX-15DRB217,41.675805,-74.667443,2015-09-01,Copper,3.6,ug/l
680054,21NYDECA_WQX-15DRB218,41.675805,-74.667443,2015-09-01,Copper,4.8,ug/l
680064,21NYDECA_WQX-15DRB317,41.675805,-74.667443,2015-09-18,Copper,2.1,ug/l
680074,21NYDECA_WQX-15DRB318,41.675805,-74.667443,2015-09-18,Copper,3.1,ug/l
680139,21NYDECA_WQX-15MRB021,43.229903,-74.788261,2015-08-18,Copper,,ug/l
680347,21NYDECA_WQX-15STL003,43.978,-74.46600000000001,2015-07-13,Copper,5.9,ug/l
680362,21NYDECA_WQX-15STL004,43.978,-74.46600000000001,2015-07-13,Copper,2.9,ug/l
680377,21NYDECA_WQX-15STL103,43.978,-74.46600000000001,2015-07-31,Copper,,ug/l
680393,21NYDECA_WQX-15STL104,43.978,-74.46600000000001,2015-07-31,Copper,,ug/l
680403,21NYDECA_WQX-15STL203,43.978,-74.46600000000001,2015-08-30,Copper,,ug/l
680415,21NYDECA_WQX-15STL204,43.978,-74.46600000000001,2015-08-30,Copper,5.2,ug/l
680435,21NYDECA_WQX-15STL303,43.978,-74.46600000000001,2015-10-02,Copper,,ug/l
680446,21NYDECA_WQX-15STL304,43.978,-74.46600000000001,2015-10-02,Copper,,ug/l
681113,21NYDECA_WQX-15MRB015,42.843501,-73.80941700000001,2015-08-11,Copper,,ug/l
681183,21NYDECA_WQX-15GRB106,42.54075,-77.91848,2015-08-04,Copper,,ug/l
681196,21NYDECA_WQX-15GRB205,42.54075,-77.91848,2015-08-28,Copper,,ug/l
681210,21NYDECA_WQX-15GRB305,42.54075,-77.91848,2015-10-10,Copper,,ug/l
681228,21NYDECA_WQX-15GRB399-DUP,42.54075,-77.91848,2015-10-10,Copper,,ug/l
681450,21NYDECA_WQX-06011302FB_04142014_WS,42.6535,-73.7487,2014-04-30,Lead,0.061,ug/l
681451,21NYDECA_WQX-06011302FB_04142014_WS,42.6535,-73.7487,2014-04-30,Copper,0.252,ug/l
681463,21NYDECA_WQX-06011302FB_04142014_WS,42.6535,-73.7487,2014-04-30,Copper,0.252,ug/l
681464,21NYDECA_WQX-06011302FB_04142014_WS,42.6535,-73.7487,2014-04-30,Lead,0.061,ug/l
681496,21NYDECA_WQX-06021001_04142014_WSDUP,42.6535,-73.7487,2014-04-30,Lead,7.17,ug/l
681512,21NYDECA_WQX-06021001_04142014_WSDUP,42.6535,-73.7487,2014-04-30,Lead,0.12,ug/l
681514,21NYDECA_WQX-06021001_04142014_WSDUP,42.6535,-73.7487,2014-04-30,Copper,0.93,ug/l
681518,21NYDECA_WQX-06021001_04142014_WSDUP,42.6535,-73.7487,2014-04-30,Copper,1.76,ug/l
681531,21NYDECA_WQX-06021001_04142014_WSMS,42.6535,-73.7487,2014-04-30,Lead,29.8,ug/l
681545,21NYDECA_WQX-06021001_04142014_WSMS,42.6535,-73.7487,2014-04-30,Copper,22.1,ug/l
681552,21NYDECA_WQX-06021001_04142014_WSMS,42.6535,-73.7487,2014-04-30,Copper,23.2,ug/l
681558,21NYDECA_WQX-06021001_04142014_WSMS,42.6535,-73.7487,2014-04-30,Lead,23.3,ug/l
681569,21NYDECA_WQX-LCSW-206308,42.6535,-73.7487,2014-04-30,Copper,21.7,ug/l
681574,21NYDECA_WQX-LCSW-206308,42.6535,-73.7487,2014-04-30,Lead,22.3,ug/l
681584,21NYDECA_WQX-LCSW-206726,42.6535,-73.7487,2014-04-30,Lead,22.7,ug/l
681588,21NYDECA_WQX-LCSW-206726,42.6535,-73.7487,2014-04-30,Copper,21.8,ug/l
681597,21NYDECA_WQX-PBW-206308,42.6535,-73.7487,2014-04-30,Lead,0.165,ug/l
681600,21NYDECA_WQX-PBW-206308,42.6535,-73.7487,2014-04-30,Copper,0.252,ug/l
681614,21NYDECA_WQX-PBW-206726,42.6535,-73.7487,2014-04-30,Copper,0.252,ug/l
681616,21NYDECA_WQX-PBW-206726,42.6535,-73.7487,2014-04-30,Lead,0.08199999999999999,ug/l
681716,21NYDECA_WQX-06031900_04172014_WSDUP,42.6535,-73.7487,2014-04-30,Copper,1.78,ug/l
681719,21NYDECA_WQX-06031900_04172014_WSDUP,42.6535,-73.7487,2014-04-30,Lead,0.42,ug/l
681723,21NYDECA_WQX-06031900_04172014_WSMS,42.6535,-73.7487,2014-04-30,Lead,21.9,ug/l
681725,21NYDECA_WQX-06031900_04172014_WSMS,42.6535,-73.7487,2014-04-30,Copper,22.3,ug/l
681732,21NYDECA_WQX-10052105_04212014_WSDUP,42.6535,-73.7487,2014-05-06,Copper,2.58,ug/l
681734,21NYDECA_WQX-10052105_04212014_WSDUP,42.6535,-73.7487,2014-05-06,Lead,2.1,ug/l
681735,21NYDECA_WQX-10052105_04212014_WSDUP,42.6535,-73.7487,2014-05-06,Copper,1.74,ug/l
681741,21NYDECA_WQX-10052105_04212014_WSDUP,42.6535,-73.7487,2014-05-06,Lead,0.87,ug/l
681749,21NYDECA_WQX-10052105_04212014_WSMS,42.6535,-73.7487,2014-05-06,Copper,23.5,ug/l
681753,21NYDECA_WQX-10052105_04212014_WSMS,42.6535,-73.7487,2014-05-06,Copper,22.2,ug/l
681756,21NYDECA_WQX-10052105_04212014_WSMS,42.6535,-73.7487,2014-05-06,Lead,24.1,ug/l
681760,21NYDECA_WQX-10052105_04212014_WSMS,42.6535,-73.7487,2014-05-06,Lead,22.1,ug/l
681781,21NYDECA_WQX-10053205FB_04212014_WS,42.6535,-73.7487,2014-05-06,Lead,0.062,ug/l
681782,21NYDECA_WQX-10053205FB_04212014_WS,42.6535,-73.7487,2014-05-06,Copper,0.252,ug/l
681794,21NYDECA_WQX-10053205FB_04212014_WS,42.6535,-73.7487,2014-05-06,Copper,0.252,ug/l
681801,21NYDECA_WQX-10053205FB_04212014_WS,42.6535,-73.7487,2014-04-22,Copper,0.252,ug/l
681820,21NYDECA_WQX-10053205FB_04212014_WS,42.6535,-73.7487,2014-05-06,Lead,0.061,ug/l
681859,21NYDECA_WQX-LCSW-207265,42.6535,-73.7487,2014-05-06,Copper,21.5,ug/l
681861,21NYDECA_WQX-LCSW-207265,42.6535,-73.7487,2014-05-06,Lead,22.8,ug/l
681871,21NYDECA_WQX-LCSW-207268,42.6535,-73.7487,2014-05-06,Lead,21.8,ug/l
681872,21NYDECA_WQX-LCSW-207268,42.6535,-73.7487,2014-05-06,Copper,22.3,ug/l
681881,21NYDECA_WQX-PBW-207265,42.6535,-73.7487,2014-05-06,Lead,0.096,ug/l
681883,21NYDECA_WQX-PBW-207265,42.6535,-73.7487,2014-05-06,Copper,0.252,ug/l
681894,21NYDECA_WQX-PBW-207268,42.6535,-73.7487,2014-05-06,Lead,0.061,ug/l
681895,21NYDECA_WQX-PBW-207268,42.6535,-73.7487,2014-05-06,Copper,0.252,ug/l
682004,21NYDECA_WQX-10010001E_04232014_WSDUP,42.6535,-73.7487,2014-05-06,Copper,1.98,ug/l
682010,21NYDECA_WQX-10010001E_04232014_WSDUP,42.6535,-73.7487,2014-05-06,Lead,0.17,ug/l
682030,21NYDECA_WQX-10010001E_04232014_WSDUP,42.6535,-73.7487,2014-05-06,Lead,0.08,ug/l
682033,21NYDECA_WQX-10010001E_04232014_WSDUP,42.6535,-73.7487,2014-05-06,Copper,1.1,ug/l
682038,21NYDECA_WQX-10010001E_04232014_WSMS,42.6535,-73.7487,2014-05-06,Lead,22.6,ug/l
682045,21NYDECA_WQX-10010001E_04232014_WSMS,42.6535,-73.7487,2014-05-06,Lead,23.4,ug/l
682052,21NYDECA_WQX-10010001E_04232014_WSMS,42.6535,-73.7487,2014-05-06,Copper,23.0,ug/l
682053,21NYDECA_WQX-10010001E_04232014_WSMS,42.6535,-73.7487,2014-05-06,Copper,22.4,ug/l
682105,21NYDECA_WQX-LCSW-207911,42.6535,-73.7487,2014-05-14,Copper,20.0,ug/l
682107,21NYDECA_WQX-LCSW-207911,42.6535,-73.7487,2014-05-14,Lead,21.1,ug/l
682109,21NYDECA_WQX-LCSW-207929,42.6535,-73.7487,2014-05-14,Copper,21.2,ug/l
682113,21NYDECA_WQX-LCSW-207929,42.6535,-73.7487,2014-05-14,Lead,22.4,ug/l
682126,21NYDECA_WQX-PBW-207911,42.6535,-73.7487,2014-05-14,Lead,0.278,ug/l
682127,21NYDECA_WQX-PBW-207911,42.6535,-73.7487,2014-05-14,Copper,0.252,ug/l
682130,21NYDECA_WQX-PBW-207929,42.6535,-73.7487,2014-05-14,Lead,0.11900000000000001,ug/l
682132,21NYDECA_WQX-PBW-207929,42.6535,-73.7487,2014-05-14,Copper,0.252,ug/l
682267,21NYDECA_WQX-01010001_04292014_WSMS,42.6535,-73.7487,2014-05-14,Lead,22.6,ug/l
682273,21NYDECA_WQX-01010001_04292014_WSMS,42.6535,-73.7487,2014-05-14,Lead,23.1,ug/l
682279,21NYDECA_WQX-01010001_04292014_WSMS,42.6535,-73.7487,2014-05-14,Copper,22.6,ug/l
682292,21NYDECA_WQX-01010001_04292014_WSMS,42.6535,-73.7487,2014-05-14,Copper,24.7,ug/l
682321,21NYDECA_WQX-07011023FB_05012014_WS,42.6535,-73.7487,2014-05-14,Copper,0.252,ug/l
682327,21NYDECA_WQX-07011023FB_05012014_WS,42.6535,-73.7487,2014-05-14,Lead,0.061,ug/l
682345,21NYDECA_WQX-07011023FB_05012014_WS,42.6535,-73.7487,2014-05-14,Lead,0.087,ug/l
682348,21NYDECA_WQX-07011023FB_05012014_WS,42.6535,-73.7487,2014-05-14,Copper,0.252,ug/l
682362,21NYDECA_WQX-06011302FB_05052014_WS,42.6535,-73.7487,2014-05-19,Copper,0.252,ug/l
682389,21NYDECA_WQX-06011302FB_05052014_WS,42.6535,-73.7487,2014-05-19,Lead,1.0,ug/l
682394,21NYDECA_WQX-06011302FB_05052014_WS,42.6535,-73.7487,2014-05-19,Lead,0.07,ug/l
682397,21NYDECA_WQX-06011302FB_05052014_WS,42.6535,-73.7487,2014-05-19,Copper,0.5660000000000001,ug/l
682423,21NYDECA_WQX-06023201_05052014_WSDUP,42.6535,-73.7487,2014-05-20,Copper,0.97,ug/l
682430,21NYDECA_WQX-06023201_05052014_WSDUP,42.6535,-73.7487,2014-05-20,Lead,1.0,ug/l
682435,21NYDECA_WQX-06023201_05052014_WSDUP,42.6535,-73.7487,2014-05-19,Lead,0.22,ug/l
682437,21NYDECA_WQX-06023201_05052014_WSDUP,42.6535,-73.7487,2014-05-19,Copper,0.73,ug/l
682449,21NYDECA_WQX-06023201_05052014_WSMS,42.6535,-73.7487,2014-05-20,Copper,21.8,ug/l
682453,21NYDECA_WQX-06023201_05052014_WSMS,42.6535,-73.7487,2014-05-19,Copper,21.3,ug/l
682469,21NYDECA_WQX-06023201_05052014_WSMS,42.6535,-73.7487,2014-05-20,Lead,22.2,ug/l
682477,21NYDECA_WQX-06023201_05052014_WSMS,42.6535,-73.7487,2014-05-19,Lead,22.8,ug/l
682489,21NYDECA_WQX-LCSW-208540,42.6535,-73.7487,2014-05-19,Copper,21.4,ug/l
682490,21NYDECA_WQX-LCSW-208540,42.6535,-73.7487,2014-05-19,Lead,21.9,ug/l
682499,21NYDECA_WQX-LCSW-208543,42.6535,-73.7487,2014-05-19,Lead,22.7,ug/l
682502,21NYDECA_WQX-LCSW-208543,42.6535,-73.7487,2014-05-19,Copper,21.2,ug/l
682507,21NYDECA_WQX-LCSW-209024,42.6535,-73.7487,2014-05-29,Lead,19.9,ug/l
682509,21NYDECA_WQX-LCSW-209024,42.6535,-73.7487,2014-05-29,Copper,19.3,ug/l
682513,21NYDECA_WQX-LCSW-209026,42.6535,-73.7487,2014-05-29,Copper,21.0,ug/l
682515,21NYDECA_WQX-LCSW-209026,42.6535,-73.7487,2014-05-29,Lead,20.9,ug/l
682527,21NYDECA_WQX-PBW-208540,42.6535,-73.7487,2014-05-19,Copper,0.252,ug/l
682529,21NYDECA_WQX-PBW-208540,42.6535,-73.7487,2014-05-19,Lead,1.0,ug/l
682541,21NYDECA_WQX-PBW-208543,42.6535,-73.7487,2014-05-19,Lead,0.132,ug/l
682542,21NYDECA_WQX-PBW-208543,42.6535,-73.7487,2014-05-19,Copper,0.474,ug/l
682547,21NYDECA_WQX-PBW-209024,42.6535,-73.7487,2014-05-29,Lead,0.064,ug/l
682550,21NYDECA_WQX-PBW-209024,42.6535,-73.7487,2014-05-29,Copper,0.252,ug/l
682556,21NYDECA_WQX-PBW-209026,42.6535,-73.7487,2014-05-29,Lead,0.16699999999999998,ug/l
682557,21NYDECA_WQX-PBW-209026,42.6535,-73.7487,2014-05-29,Copper,0.252,ug/l
682735,21NYDECA_WQX-06032102_050614_WSDUP,42.6535,-73.7487,2014-05-19,Lead,1.0,ug/l
682740,21NYDECA_WQX-06032102_050614_WSDUP,42.6535,-73.7487,2014-05-19,Copper,1.23,ug/l
682744,21NYDECA_WQX-06032102_050614_WSDUP,42.6535,-73.7487,2014-05-19,Copper,0.91,ug/l
682745,21NYDECA_WQX-06032102_050614_WSDUP,42.6535,-73.7487,2014-05-19,Lead,0.34,ug/l
682748,21NYDECA_WQX-06032102_050614_WSMS,42.6535,-73.7487,2014-05-19,Lead,23.1,ug/l
682752,21NYDECA_WQX-06032102_050614_WSMS,42.6535,-73.7487,2014-05-19,Copper,21.0,ug/l
682755,21NYDECA_WQX-06032102_050614_WSMS,42.6535,-73.7487,2014-05-19,Lead,21.1,ug/l
682758,21NYDECA_WQX-06032102_050614_WSMS,42.6535,-73.7487,2014-05-19,Copper,21.6,ug/l
682767,21NYDECA_WQX-17023312_05122014_WSDUP,42.6535,-73.7487,2014-05-29,Copper,3.71,ug/l
682769,21NYDECA_WQX-17023312_05122014_WSDUP,42.6535,-73.7487,2014-05-29,Lead,1.1,ug/l
682773,21NYDECA_WQX-17023312_05122014_WSDUP,42.6535,-73.7487,2014-05-29,Copper,2.82,ug/l
682774,21NYDECA_WQX-17023312_05122014_WSDUP,42.6535,-73.7487,2014-05-29,Lead,0.16,ug/l
682778,21NYDECA_WQX-17023312_05122014_WSMS,42.6535,-73.7487,2014-05-29,Copper,23.8,ug/l
682781,21NYDECA_WQX-17023312_05122014_WSMS,42.6535,-73.7487,2014-05-29,Copper,42.0,ug/l
682785,21NYDECA_WQX-17023312_05122014_WSMS,42.6535,-73.7487,2014-05-29,Lead,21.2,ug/l
682786,21NYDECA_WQX-17023312_05122014_WSMS,42.6535,-73.7487,2014-05-29,Lead,40.6,ug/l
682812,21NYDECA_WQX-17025100_05122014_WSDUP,42.6535,-73.7487,2014-05-29,Lead,0.11,ug/l
682815,21NYDECA_WQX-17025100_05122014_WSDUP,42.6535,-73.7487,2014-05-29,Copper,1.51,ug/l
682820,21NYDECA_WQX-17025100_05122014_WSDUP,42.6535,-73.7487,2014-05-29,Lead,0.31,ug/l
682826,21NYDECA_WQX-17025100_05122014_WSDUP,42.6535,-73.7487,2014-05-29,Copper,1.29,ug/l
682829,21NYDECA_WQX-17025100_05122014_WSMS,42.6535,-73.7487,2014-05-29,Lead,21.1,ug/l
682843,21NYDECA_WQX-17025100_05122014_WSMS,42.6535,-73.7487,2014-05-29,Copper,40.0,ug/l
682849,21NYDECA_WQX-17025100_05122014_WSMS,42.6535,-73.7487,2014-05-29,Copper,21.6,ug/l
682860,21NYDECA_WQX-17025100_05122014_WSMS,42.6535,-73.7487,2014-05-29,Lead,40.2,ug/l
682874,21NYDECA_WQX-10021028 FB_05132014_WS,42.6535,-73.7487,2014-05-29,Lead,0.075,ug/l
682890,21NYDECA_WQX-10021028 FB_05132014_WS,42.6535,-73.7487,2014-05-29,Lead,0.061,ug/l
682897,21NYDECA_WQX-10021028 FB_05132014_WS,42.6535,-73.7487,2014-05-29,Copper,0.252,ug/l
682903,21NYDECA_WQX-10021028 FB_05132014_WS,42.6535,-73.7487,2014-05-29,Copper,0.252,ug/l
682960,21NYDECA_WQX-06011302FB_06092014_WS,42.6535,-73.7487,2014-06-26,Lead,0.061,ug/l
682973,21NYDECA_WQX-06011302FB_06092014_WS,42.6535,-73.7487,2014-06-25,Lead,0.069,ug/l
682990,21NYDECA_WQX-06011302FB_06092014_WS,42.6535,-73.7487,2014-06-25,Copper,0.252,ug/l
682994,21NYDECA_WQX-06011302FB_06092014_WS,42.6535,-73.7487,2014-06-26,Copper,0.252,ug/l
682995,21NYDECA_WQX-06011302_06092014_WSDUP,42.6535,-73.7487,2014-06-25,Copper,0.71,ug/l
682999,21NYDECA_WQX-06011302_06092014_WSDUP,42.6535,-73.7487,2014-06-25,Lead,0.35,ug/l
683002,21NYDECA_WQX-06011302_06092014_WSDUP,42.6535,-73.7487,2014-06-25,Lead,0.09,ug/l
683005,21NYDECA_WQX-06011302_06092014_WSDUP,42.6535,-73.7487,2014-06-25,Copper,0.94,ug/l
683009,21NYDECA_WQX-06011302_06092014_WSMS,42.6535,-73.7487,2014-06-25,Lead,23.5,ug/l
683011,21NYDECA_WQX-06011302_06092014_WSMS,42.6535,-73.7487,2014-06-25,Lead,23.6,ug/l
683012,21NYDECA_WQX-06011302_06092014_WSMS,42.6535,-73.7487,2014-06-25,Copper,23.3,ug/l
683016,21NYDECA_WQX-06011302_06092014_WSMS,42.6535,-73.7487,2014-06-25,Copper,23.1,ug/l
683032,21NYDECA_WQX-LCSW-211093,42.6535,-73.7487,2014-06-25,Lead,21.4,ug/l
683033,21NYDECA_WQX-LCSW-211093,42.6535,-73.7487,2014-06-25,Copper,21.6,ug/l
683036,21NYDECA_WQX-LCSW-211094,42.6535,-73.7487,2014-06-25,Copper,20.8,ug/l
683038,21NYDECA_WQX-LCSW-211094,42.6535,-73.7487,2014-06-25,Lead,21.0,ug/l
683050,21NYDECA_WQX-PBW-211093,42.6535,-73.7487,2014-06-25,Copper,0.484,ug/l
683054,21NYDECA_WQX-PBW-211093,42.6535,-73.7487,2014-06-25,Lead,0.10400000000000001,ug/l
683057,21NYDECA_WQX-PBW-211094,42.6535,-73.7487,2014-06-25,Lead,0.061,ug/l
683058,21NYDECA_WQX-PBW-211094,42.6535,-73.7487,2014-06-25,Copper,0.252,ug/l
683168,21NYDECA_WQX-06021001_06102014_WSDUP,42.6535,-73.7487,2014-06-25,Lead,0.84,ug/l
683174,21NYDECA_WQX-06021001_06102014_WSDUP,42.6535,-73.7487,2014-06-26,Lead,0.27,ug/l
683180,21NYDECA_WQX-06021001_06102014_WSDUP,42.6535,-73.7487,2014-06-26,Copper,1.29,ug/l
683188,21NYDECA_WQX-06021001_06102014_WSDUP,42.6535,-73.7487,2014-06-25,Copper,1.76,ug/l
683203,21NYDECA_WQX-06021001_06102014_WSMS,42.6535,-73.7487,2014-06-26,Copper,24.2,ug/l
683224,21NYDECA_WQX-06021001_06102014_WSMS,42.6535,-73.7487,2014-06-26,Lead,24.1,ug/l
683226,21NYDECA_WQX-06021001_06102014_WSMS,42.6535,-73.7487,2014-06-25,Lead,23.1,ug/l
683231,21NYDECA_WQX-06021001_06102014_WSMS,42.6535,-73.7487,2014-06-25,Copper,23.6,ug/l
683274,21NYDECA_WQX-10051702FB_06162014_WS,42.6535,-73.7487,2014-07-07,Copper,0.353,ug/l
683278,21NYDECA_WQX-10051702FB_06162014_WS,42.6535,-73.7487,2014-07-03,Copper,0.28800000000000003,ug/l
683291,21NYDECA_WQX-10051702FB_06162014_WS,42.6535,-73.7487,2014-07-03,Lead,0.061,ug/l
683294,21NYDECA_WQX-10051702FB_06162014_WS,42.6535,-73.7487,2014-07-07,Lead,0.41,ug/l
683312,21NYDECA_WQX-10052105_06162014_WSDUP,42.6535,-73.7487,2014-07-03,Lead,0.06,ug/l
683313,21NYDECA_WQX-10052105_06162014_WSDUP,42.6535,-73.7487,2014-07-07,Lead,2.54,ug/l
683315,21NYDECA_WQX-10052105_06162014_WSDUP,42.6535,-73.7487,2014-07-03,Copper,1.28,ug/l
683321,21NYDECA_WQX-10052105_06162014_WSDUP,42.6535,-73.7487,2014-07-07,Copper,2.22,ug/l
683327,21NYDECA_WQX-10052105_06162014_WSMS,42.6535,-73.7487,2014-07-07,Lead,23.8,ug/l
683329,21NYDECA_WQX-10052105_06162014_WSMS,42.6535,-73.7487,2014-07-03,Lead,20.4,ug/l
683330,21NYDECA_WQX-10052105_06162014_WSMS,42.6535,-73.7487,2014-07-07,Copper,22.7,ug/l
683333,21NYDECA_WQX-10052105_06162014_WSMS,42.6535,-73.7487,2014-07-03,Copper,20.8,ug/l
683336,21NYDECA_WQX-17014101_06162014_WSDUP,42.6535,-73.7487,2014-07-08,Copper,2.47,ug/l
683337,21NYDECA_WQX-17014101_06162014_WSDUP,42.6535,-73.7487,2014-07-08,Lead,0.86,ug/l
683346,21NYDECA_WQX-LCSW-211733,42.6535,-73.7487,2014-07-03,Copper,19.8,ug/l
683350,21NYDECA_WQX-LCSW-211733,42.6535,-73.7487,2014-07-03,Lead,20.7,ug/l
683360,21NYDECA_WQX-LCSW-211736,42.6535,-73.7487,2014-07-07,Lead,21.8,ug/l
683365,21NYDECA_WQX-LCSW-211736,42.6535,-73.7487,2014-07-07,Copper,21.5,ug/l
683367,21NYDECA_WQX-LCSW-212384,42.6535,-73.7487,2014-07-08,Lead,21.2,ug/l
683370,21NYDECA_WQX-LCSW-212384,42.6535,-73.7487,2014-07-08,Copper,22.6,ug/l
683371,21NYDECA_WQX-PBW-211733,42.6535,-73.7487,2014-07-03,Lead,0.061,ug/l
683375,21NYDECA_WQX-PBW-211733,42.6535,-73.7487,2014-07-03,Copper,0.271,ug/l
683385,21NYDECA_WQX-PBW-211736,42.6535,-73.7487,2014-07-07,Copper,0.252,ug/l
683389,21NYDECA_WQX-PBW-211736,42.6535,-73.7487,2014-07-07,Lead,0.085,ug/l
683392,21NYDECA_WQX-PBW-212384,42.6535,-73.7487,2014-07-08,Lead,0.061,ug/l
683394,21NYDECA_WQX-PBW-212384,42.6535,-73.7487,2014-07-08,Copper,0.252,ug/l
683597,21NYDECA_WQX-10010001E_06182014_WSDUP,42.6535,-73.7487,2014-07-07,Copper,1.31,ug/l
683608,21NYDECA_WQX-10010001E_06182014_WSDUP,42.6535,-73.7487,2014-07-07,Lead,0.24,ug/l
683612,21NYDECA_WQX-10010001E_06182014_WSDUP,42.6535,-73.7487,2014-07-03,Copper,1.22,ug/l
683624,21NYDECA_WQX-10010001E_06182014_WSDUP,42.6535,-73.7487,2014-07-03,Lead,0.15,ug/l
683639,21NYDECA_WQX-10010001E_06182014_WSMS,42.6535,-73.7487,2014-07-03,Lead,23.1,ug/l
683642,21NYDECA_WQX-10010001E_06182014_WSMS,42.6535,-73.7487,2014-07-07,Copper,23.2,ug/l
683658,21NYDECA_WQX-10010001E_06182014_WSMS,42.6535,-73.7487,2014-07-07,Lead,24.4,ug/l
683662,21NYDECA_WQX-10010001E_06182014_WSMS,42.6535,-73.7487,2014-07-03,Copper,23.1,ug/l
683709,21NYDECA_WQX-05010005_06232014_WSDUP,42.6535,-73.7487,2014-07-10,Lead,0.1,ug/l
683711,21NYDECA_WQX-05010005_06232014_WSDUP,42.6535,-73.7487,2014-07-10,Lead,0.85,ug/l
683717,21NYDECA_WQX-05010005_06232014_WSDUP,42.6535,-73.7487,2014-07-10,Copper,2.33,ug/l
683718,21NYDECA_WQX-05010005_06232014_WSDUP,42.6535,-73.7487,2014-07-10,Copper,1.62,ug/l
